,user_id,comments,CPD,CB,EWC,Exec,FWE,SP,RE,Sup,SW,TEPE,VMG,OTH
203,194278-680180,"Create more mentorship, training and growth opportunities for internal staff members. Especially staff members that are interested in changing career streams within the Public Service. ",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
204,194529-210954,"Remove florescent lighting for something better for the eyes, and ensure every employee has exposure to natural lighting from their workstation. ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
205,194799-952386,More understanding about how the municipal affairs side of the Ministry and the housing side of the Ministry relate together and how they can support each other. ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
206,194854-344828,Promote within the organization - make it easier for people already in the public service to advance before out sourcing jobs,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
207,194918-910420,The computer equipment is adequate but it takes a long time to get software/hardware problems resolved. I have been unable to perform my job on a number of occasions due to slow response for software resolutions. ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
208,175004-901474,"""I feel quite overwhelmed with the amount of work I have at the moment and the very tight timelines; I don't think it is sustainable.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
209,175623-157710,I would like my organization to set a clear vision for the future. Communicate the goals for the organization and the steps we will be taking to reach our goals. The organization needs to celebrate the milestones reached and communicate to staff those areas where further improvement is required. I enjoy the work I do but I would be more engaged if my organization made it clear how my work is helping to meet the overall goals of the organization.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
210,179840-538774,"""The work environment in my office is badly in need of a facelift. The carpets need to be replaced, a fresh coat of paint would help as well and have the blinds cleaned!""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
211,180773-755734,Refresh the Ministry Vision and Mission to better align with our mandate/direction.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
212,184374-779550,"""Move to a building that doesn't have HVAC issues.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
213,184459-555800,"""Offices instead of cubicles...""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
214,186483-063156,"""Increase staffing to accommodate demand for service.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
215,187252-153296,"""One thing I would like the organization to work on is work load, work load, work load.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
216,187642-124046,"""Staffing levels/workload.  We are currently under-staffed and the effects are being felt across the organization.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0
217,187997-913012,"""Increase to our wages. We did not receive the same increase as union employees nor the substantial raise that Executive were given.  We do comparable work as WCB staff but do not get paid as well as they are paid for overtime…""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
218,188308-397550,"""We need to embrace technology far more than we do. To address the challenges of an increased workload, attrition and increased scrutiny on the work we do, we need to become a much more modern public service.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
219,188596-229874,Better workplace tools and technology.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
220,189380-376276,"Positions within a Ministry should be offered to current employees within that Ministry based on past job performance within the Ministry. Employees who know the job, are competent and are already trained should be offered promotions without having to go through lengthy and time consuming hiring panels and 'role plays' to demonstrate that they are capable of performing a job they already do… Rewarding those who perform well with higher responsibilities encourages people to perform their best.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
221,190396-199214,"""Actively engage employees in career and development plans.""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
222,190662-328818,"""The furniture in our offices could use an update/refresh.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
223,190868-640300,"…I suggest reviewing job descriptions so that there is less overlap, so people aren't spread so thin and so people can specialize…",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
224,191236-230120,I would like focus to return to external stakeholders needs and wants instead of changes to satisfy the internal wants.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
225,191705-822724,"""Career development, promotion from within""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
226,192108-543822,"""An office space with fully functioning heat and air conditioning controls accessible and modifiable in the office.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
227,192296-272350,"""A 10% salary increase. Same Pay Grade for everyone doing same work…""",-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
228,192397-732566,"""More support around preventative measures we can take to ensure occupational health and safety (e.g. ergonomics).""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
229,192736-159356,"""Allocate more resources to staffing, by filling existing vacancies and where applicable creating new positions.  This will improve work performance outcomes and provide more time for both personal and organizational growth and development.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
230,193548-519294,Increasing the cap on our pay grade so that we may be incentivized to surpass our performance standards.,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
231,194118-893904,"""Our work is highly specialized and valued and has significant impacts on BC Employers. There is significant financial value  and responsibility attached to the work we do for employers and we make complex decisions and manage complex case loads on a daily basis. Our staff are highly educated and trained and receive glowing feedback from our clients. We are not adequately compensated for the work we do , we are at the top of the pay scale in our band with no hope of raises. The pay is not competitive with comparable jobs and the flat structure does not allow promotions . I think you will find it hard to attract, motivate and maintain talent if no action is taken to recognize the expertise and value of staff and provide competitive wages.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
232,194719-381038,"""More opportunities for professional growth within the organization.""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
233,174994-728324,"Recognition that the Ministry is staffed by competent, dedicated, professional public servants… While transition to new a government is inherently challenging, and transition within brand new Ministries is particularly tough - the treatment of staff within this specific Ministry has been - in my opinion- disrespectful. Following the recent release of the WES survey, there has been signs of improvement. Am hoping there will be some sustained momentum towards a more respectful environment…",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
234,186237-008568,More frequent and timely communication from Executive to staff on the future of the ministry within this government.,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
235,186713-383272,"…More approvals to hire staff when money is available, should be a priority but it doesn't seem that approvals are granted that often. It is having an impact on existing staff.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
236,188089-471362,"Executive to report out on status and/or outcome of decision notes, and provide a summary of planned actions arising from briefing or issues notes.",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
237,189911-957274,"Two-way communication. Currently, it is very much a top-down communication/direction approach that does not allow for informing or briefing Executive or building in their feedback. Decisions seem to be made in silos often without the materials staff have prepared and also without the opportunity for the discussion necessary to bring forward considerations, implications, historical knowledge, etc.",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
238,190682-403834,Improved organizational efficiency to better demonstrate to staff that their time and effort is valued.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
239,190759-584132,More staff resources or a review of our strategic priorities to make the workload more manageable.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
240,191151-182586,More regular interaction between Executive and included staff.,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
241,192682-580766,Encourage management to include junior staff in brainstorming and encourage their input because they are quite often the most knowledgeable because they are hands-on. Try to distribute tasks based on skills and interest as often as possible. People are much more engaged if they work on projects they are interested in. They are also more likely to want to stay in that division.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
242,193839-064458,…My suggestion are: 1. Hire more staff. 2. Manage assignments more effectively from DMO/ADMO - decrease the 'rushes' and allot a reasonable turnaround time for work to be produced. This will also lend more credibility to the assignments that are designated as a 'rush'.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
243,173304-222078,"The physical environment and personal space in which I do my work is very important to me. From time to time Executive members in my organization float the idea of ‘open concept’ offices, with no cubicles or dedicated space for employees. I simply could not work in such an environment. My job requires quiet and a certain amount of physical isolation in which to read and think. Yet working from home is not an option for me either, as I need access to physical files and documents stored here.  Please don't take away the walls! We work fine, and probably better, with them than without them. ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
244,173707-621386,Have the Deputy Minister walk through the building more often and connect with us.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
245,173865-779958,Recognize that long term employees carry a level of knowledge that is important and make sure they feel valued for their contributions. ,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
246,174130-553142,"Providing managers and supervisors with the permission (time, support and recognition) to focus on the HR components of their jobs. While I often hear it said that 'people are our greatest asset', too often our collective behaviours do not reflect the same.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
247,174954-849576,…Lack of understanding of what it takes to get it done. Need more staff to support workload. Staff are stressed & burning out. Take care of staff.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
248,175147-189932,The organization/PSA needs a better way to deal with or move difficult employees that have demonstrated disrespectful and extremely bad behavior in order to maintain a positive culture within the work environment.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
249,175621-936932,"For the past few years, it has been mostly employees who participated in ministry social and PECSF activities and auctions.  Senior Executives rarely participate or bid for anything.  They rarely get involved and yet want employees to engage and make the workplace better.   It is like the rest of the workplace environment, they don't practice what they preach.  They should model engaging actions and behaviour.  Please get to know staff, everyone from the mail clerk, student aid appeals officer, director and so on...they only mingle and interact amongst their friends or close knit group of colleagues.  Last DM was like that and our new one is similar, it seems.",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
250,175746-049362,"Trust... Staff need to be trusted to make decisions, given the ability to make decisions without a lot of red tape. We have a lot of good, smart, capable people in our unit.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
251,181381-703178,Address high volume and pace of workload.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
252,181634-811150,"Being clear about the distinction between leadership and management; leaders don't always have management roles...and managers are often not leaders.  Compulsory leadership assessments and professional development would go a long way, taking bolder more decisive steps when managers can't lead, and listen when your staff tries to talk to you.  Understand that for every 1 person that speaks up, there are another 10 who silently feel the same way…",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
253,182763-759516,Executive leadership - there needs to be a renewed and genuine focus on leading the troops.,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
254,182828-325108,The work unit's leadership group needs to be more open and transparent.  They need more supervisory training.  We feel lots of information is not provided to us in speedy fashion.,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
255,186637-288110,"Upgrade some of the older computers, which appear on the brink of destruction when more than one tab is open in a web browser. My computer is fine, but I've seen what some others have to use and it's frankly embarrassing.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
256,187401-495138,Ensure clear roles/responsibilities and then hold people accountable to the identified role/responsibilities.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
257,189299-804928,Organization needs to implement the ‘culture we need as identified on page 13 of the 2016 Corporate HR Plan.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
258,189912-499842,"...A system should be in place to rate management by staff - not only a system to rate staff.  Otherwise, there is little incentive for management to improve & hence limited improvements to the overall working of gov't... ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
259,190077-983082,"Address workload and stress in a systematic manner.  We have significantly reduced the size of the public service over the last 16 years and are continually expected to do more with less.  We produce results because we take pride in our work, however it is exhausting and taking a toll on staff well-being (physical and mental).  STIIP should not be the measure of whether we need more people resources...",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
260,190310-066544,"…Must start hiring managers and directors from outside of AEST. It feels at AEST that genuine policy advice is something that is not encouraged here, which cannot be the case from senior management's perspective. I believe this is a product of several years of top down policy development; however, middle management has institutionalized this approach, preventing analysts and senior analysts from delving deeper into issues we should be experts on. Information from middle management is also always on a 'need to know' basis. I am completely unaware of anything that goes on beyond the files I work on... and even that information is very selectively chosen. ",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
261,190876-778820,Communicate strategic priorities clearly.,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
262,191130-836286,"Value staff expertise, effort, and advice in decision making.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
263,191185-771296,"There is an opportunity for more frequent updates and discussion of Executive priorities communicated to all staff. Quarterly town halls are simply not an adequate method to breakdown siloes between work units/branches/divisions. In my experience, monthly Live Meetings/Lync video meetings with the whole organization are an effective method to share regular updates from Executive to all staff, as well as providing an opportunity for work units across the ministry to present their work. While not every meeting needs to [be] loaded with information, it's a regular check-in that connects staff and brings the organization together.  For this to be effective there needs to be a commitment from Executive and staff will then make them a priority too.",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
264,191278-414782,"…Staff have the sense that their Executive pay lip service to caring about them, when at the end of the day they just want the job done (sometimes at any expense)…",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
265,191962-457388,Not all areas here have good management and they have managers/Executives who should be held accountable for their poor treatment of employees (past and present experiences expressed by co-workers) nothing is done even though there are many complaints against certain management…,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
266,192025-802202,"…Opportunities to engage in social events - within the division, and cross-divisional, to improve morale and connect on a personal level with colleagues…",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
267,192365-856696,"Laptops should be mandatory for all employees, especially those with reports to's.  Not being able to take my computer into any meetings or performance evaluations can be frustrating.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
268,192456-194268,Business process needs to be improved and streamlined…,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
269,192488-883990,"Reliable technology that supports day to day work both at the office and when working from home.  On multiple occasions, my work has not saved properly and resulted in lost time and resources to the BCPS, my organization and my work unit. Updated and reliable technology would also be a recommendation for all medium-large size boardrooms across government.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
270,193346-548356,Better recognition of those who do volunteer work within the Ministry.  Sometimes it’s a significant amount of work and recognition goes a long way to making sure that people stay aboard.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
271,193599-249402,I enjoy the work I do and the people I work with. I suggest some team building to improve the team morale and some leadership courses for the entire group. Maybe a session or two on effective coaching.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
272,193869-855192,"Suggestion: Improve the consistency of messaging from Executive. Despite excellent efforts by Executive to share planning activities with staff, self-imposed deadlines related to the ‘functional review’ and strategic planning have been missed with no follow-up message addressing why this occurred and future plans for the functional review.  By simply ceasing to refer to this major initiative in recent communications, Executive has lost some credibility with staff with regards to whether activities that are announced in the future will be fully committed to and realized. A simple acknowledgement of a change to plans or priorities would remedy this.",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
273,194380-818606,Need to improve ability to deal with problematic / non-performing employees more effectively. Need to be able to deal with absenteeism in an effective way - doesn't appear to be a solution.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
274,194418-934008,Management being open to ideas from subordinates.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
275,194470-884894,Provide stand-up desks.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
276,194473-462092,"...I have heard that other units/branches have higher employee satisfaction, and therefore, retention rates. I feel this stems from a combination of things, one being entrenched employees who project very negative attitudes toward both management and in general. This has a very negative impact on newer employees and fosters a very toxic work environment...",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
277,194546-301846,…There is quite a bit of noise in my unit (work next to a call centre) and can find it quite difficult to concentrate…,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
278,194574-379740,Change the physical layout of the space to maximize relationship building and collaboration (particularly at the Branch level) and also [be] inclusive of those working at [other offices] who are doing similar work.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
279,194661-868830,"The office space is very bland and colourless. I feel that should statement walls around the office be painted in public service colours (Blue & yellow) and even in chalk paint (to share ideas and write reminders) the office would feel more progressive and current with work place trends in Vancouver. The public service offers fulfilling work, with competitive pay and benefits, but could stand to compete with the private sector in terms of office atmosphere.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
280,194870-214942,Decision-making processes seem really slow right now due to the change in government. No one seems to know how to get a decision made in my work unit.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
281,175416-168018,"""We are faced with a long list of projects to respond to the OAG recommendations and to meet the Minister's mandate letter.  We will need additional resources to accomplish this.  In the interim we need to develop a strong project management culture to justify the extra resources and to guide projects to a successful conclusion. On the positive side we have accomplished a lot from where we were...""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
282,176225-543832,"""Better integration across branches… and across divisions. Where can we help/learn from each other to produce better results as a ministry.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
283,178125-074400,I think that the knowledge/communication between the different branches could be improved.  A better understanding of what each branch is responsible for as it relates to our own work would be beneficial as we frequently have overlapping issues but aren't aware of it.  This could also result in consistency of procedures between branches.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
284,179188-507680,"""It would be nice to have more regular and less formal communications from senior Executive as to changes in strategic direction.  It is getting much better though, strides have been made to be more inclusive.""",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
285,185608-714824,"""Improvements to the aging building including HVAC fixes and lighting improvements. Bathrooms and lunchrooms are becoming worn down and drab.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
286,185826-148950,"""Accelerate advancement of upgrade of computer hardware (especially ThinkPads).""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
287,187096-978848,"""Executive Director should take a look at bringing decisions forward in a more timely manner…""",-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
288,187430-929452,"""Staffing... New staff ensure projects are significant, effective, relevant, and meet the high standard our organization has a reputation for delivering. With an increased and diversified program mandate and a busier industry, current staff meet goals but are spread thin. We could do more.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
289,188226-198498,"""I would like to see the Executive be more transparent and communicative. We are rarely informed about the results and content of internal and external meetings that shape our business.""",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
290,189105-023016,"""Provide a clear vision for fulfilling the Minister's mandate letter, in particular the requirement for independent oversight.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
291,189122-656476,"""Discuss our Vision, Mission and Goals in more detail. Have a more participatory Service Plan development.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
292,189687-469764,"""Improve communication from Executive regarding current decisions, issues and strategies that affect the overall organization.  What are Executive working on now, what are the urgent items that need to be addressed, what is coming from the Minister's office or other parts of government?  Some might be confidential, but even just saying that no more can be said on those items would be valuable.  This would help staff know more about urgent priorities and how their own work fits in.""",-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
293,190415-053452,"""The supervisors should identify and establish reasonable workloads to prevent staff from becoming overloaded.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
294,190689-728502,"""We really need new office furniture and everyone should have the option of a sit/stand desk for their well-being.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
295,191623-623672,"""This Ministry has a wealth of high performing individuals, as well as very diverse work units.  It would be wonderful if there were more opportunities to develop new skills by offering stretch assignments and more experiential learning opportunities which may be outside an employee's specific current role or branch.""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
296,192016-035978,"""We need more administrative staff. Basic functions like filing, letter writing, issuing minutes, notices, etc. are not done well.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
297,192596-312454,I wish there was more education available for staff at the [lower classification] range. None of the education starts until you're a supervisor and if that is not a position you can come into there is no way to get the knowledge needed to move up.,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
298,192600-517356,"""Online access to full-text content of technical journals is as important for BC Public Service Science Officers as attending technical meetings, workshops and courses, which require out-of-province and international travel for maintaining their high-level of expertise and professional development.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
299,192762-609546,"""Improve EMPR's relationship with BC First Nations and improve our reputation with other ministries and the public. Perhaps by considering more emphasis on improving sustainability and reducing our environmental impacts.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
300,193238-441682,Change management process and communications regarding change.,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
301,193286-187666,"""Better computer and software options for technical work...Better support for health and well-being. Specifically, standing desks for everyone rather than a convoluted process that requires a serious medical condition. Standing desks do not need to be expensive hydraulic desks.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
302,193303-414200,"""For me, it's the communication piece from the top down. I understand how my work affects the day-to-day operations of my work unit, however, I rarely have a sense of the direction of my ministry as a whole... More communication = more effective work.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
303,193610-643330,"Improving and/or implementing better software. While the Ministry of Energy, Mines, and Petroleum Resources isn't far behind on GIS software, many of the useful software provided by ESRI is unavailable to our organization. This is especially prevalent when compared to other organizations outside of the government and sometimes within the government… These are useful tools that would allow our reach to stretch beyond its current capacity.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
304,193914-888336,"""Work space is a problem. We are short on space, it's very noisy which is a problem for completing technical reviews. My desk/office space could be better set up to help with ergonomics. A second screen would be helpful in completing day to day work. A standing desk would be helpful to alleviate chronic back issues associated with sitting all day.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
305,194028-013764,"Adequate resourcing and staffing levels. The increasingly complex nature of regulatory control as public and First Nation expectations of rising standards and engagement increase are putting considerable work, personal and mental stress on [staff] to the point where the Province is only protected from the ethical and health liability of its under resourcing by the work spirit and commitment of the staff.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
306,194290-752318,"""Replace some of the critical software that we need to complete the majority of the work that our unit does.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
307,194310-556050,"""Professional development funds to allow us to take short courses or to attend training. Training with the public service can be good but is just fluff compared to external training opportunities. Along with that, allow us to attend conferences even if we don't present and approve ahead of time to allow us to plan and coordinate with others properly.""",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
308,194386-922496,"""Workload management of staff.""",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
309,194530-431732,"Improve branding/promotion/transparency of the work we do. My organization is fair, diverse and highly ethical. The public should understand the work we do better, including our success and challenges.",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
