sort,original_column_name,new_column_name,survey_year,Question_ID,category,sub_category,engagement_calculation,subtheme_code,Label
332,SRVCDT09,SRVCDT,2009,,Sensitive Info,Employee Info,,,Service Date 2009 (first date in current benefit program)
333,SRVCYRS09,SRVCYRS,2009,,BC Stats Background,Employee Info,,,Service Years 2009 (Calculated from SRVCDT09)
334,SRVCYRSGRP09,SRVCYRSGRP,2009,,BC Stats Background,Employee Info,,,Service Year Group 2009 (Calculated from SRVCYRS09)
335,SUPERVISEES09,SUPERVISEES,2009,,BC Stats Background,Employee Info,,,Supervisees 2009: Provides a count of how many supervisees a supervisor is responsible for
336,UNIONSTATUS09,UNIONSTATUS,2009,,BC Stats Background,Employee Info,,,Union Status 2009 (formerly GROUPS09)
337,WESJOBCLASGRP09,WESJOBCLASGRP,2009,,BC Stats Background,Employee Info,,,WES Job Class Group 2009
72,day3_607,Q17,2007,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_6 2007: [STAFFING PRACTICES B] In my work unit, the process of selecting a person for a position is fair."
209,day3_508,Q17,2008,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_5 2008: [STAFFING PRACTICES B] In my work unit, the process of selecting a person for a position is fair."
352,day3_509,Q17,2009,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_5 2009: [STAFFING PRACTICES B] In my work unit, the process of selecting a person for a position is fair."
341,day1_409,NA,2009,,Exclude,Outdated Survey Question/Calc,,,day1_4 2009: [NON-MODEL] I have adequate opportunities to candidly express ideas.
516,day3_510,Q17,2010,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_5 2010: [STAFFING PRACTICES R] In my work unit, the process of selecting a person for a position is fair."
689,day3_511,Q17,2011,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_5 2011: [STAFFING PRACTICES B] In my work unit, the process of selecting a person for a position is fair."
878,Q8260_06_13,Q17,2013,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"In my work unit, the process of selecting a person for a position is fair."
345,day2_209,NA,2009,Q5335_06,Exclude,Outdated Survey Question/Calc,,,day2_2 2009: [EMPOWERMENT R] I am encouraged to be innovative in my work.
1026,Q8260_06_15,Q17,2015,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"In my work unit, the process of selecting a person for a position is fair."
1178,Q8260_06_18,Q17,2018,Q8260_06,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,61,"In my work unit, the process of selecting a person for a position is fair."
68,day3_207,Q18,2007,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,,day3_2 2007: [RECOGNITION B] I receive meaningful recognition for work well done.
349,day3_209,NA,2009,,Exclude,Outdated Survey Question/Calc,,,day3_2 2009: [NON-MODEL] Appropriate accountabilities are in place in my work unit.
211,day4_208,Q18,2008,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,,day4_2 2008: [RECOGNITION B] I receive meaningful recognition for work well done.
354,day4_209,Q18,2009,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,,day4_2 2009: [RECOGNITION B] I receive meaningful recognition for work well done.
517,day4_110,Q18,2010,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,,day4_1 2010: [RECOGNITION R] I receive meaningful recognition for work well done.
353,day4_109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,day4_1 2009: [NON-MODEL] I am appreciated for the contribution I make to my Ministry/organization.
690,day4_111,Q18,2011,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,,day4_1 2011: [RECOGNITION B] I receive meaningful recognition for work well done.
879,Q5601_06_13,Q18,2013,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,,I receive meaningful recognition for work well done.
1027,Q5601_06_15,Q18,2015,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,,I receive meaningful recognition for work well done.
1179,Q5601_06_18,Q18,2018,Q5601_06,Raw Survey Question,My Day-to-Day Work,Recognition,74,I receive meaningful recognition for work well done.
69,day3_307,Q19,2007,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,,day3_3 2007: [RECOGNITION B] Recognition is based on merit in my work unit.
212,day4_308,Q19,2008,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,,"day4_3 2008: [RECOGNITION B] In my work unit, recognition is based on performance."
360,day5_309,NA,2009,Q8072_04,Exclude,Outdated Survey Question/Calc,,,day5_3 2009: [NON-MODEL] I am proud of the work I do.
361,day5_409,NA,2009,Q1657_08,Exclude,Outdated Survey Question/Calc,,,day5_4 2009: [NON-MODEL] My workplace procedures allow me to use my time as effectively as possible.
362,day5_509,NA,2009,,Exclude,Outdated Survey Question/Calc,,,day5_5 2009: [NON-MODEL] The work I do gives citizens good value for their tax dollars.
355,day4_309,Q19,2009,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,,"day4_3 2009: [RECOGNITION B] In my work unit, recognition is based on performance."
518,day4_210,Q19,2010,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,,"day4_2 2010: [RECOGNITION R] In my work unit, recognition is based on performance."
691,day4_211,Q19,2011,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,,"day4_2 2011: [RECOGNITION B] In my work unit, recognition is based on performance."
880,Q4636_08_13,Q19,2013,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,,"In my work unit, recognition is based on performance."
1028,Q4636_08_15,Q19,2015,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,,"In my work unit, recognition is based on performance."
1180,Q4636_08_18,Q19,2018,Q4636_08,Raw Survey Question,My Day-to-Day Work,Recognition,74,"In my work unit, recognition is based on performance."
70,day3_407,Q20,2007,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day3_4 2007: [PAY & BENEFITS B] I am fairly paid for the work I do.
370,phy1_209,NA,2009,Q3894_04,Exclude,Outdated Survey Question/Calc,,,phy1_2 2009: [NON-MODEL] The physical security of my workplace is satisfactory.
371,phy1_309,NA,2009,,Exclude,Outdated Survey Question/Calc,,,"phy1_3 2009: [PHYSICAL ENVIRONMENT & TOOLS B] I have the tools (i.e., technology, equipment, etc.) I need to do my job well."
372,phy1_409,NA,2009,Q4725_06,Exclude,Outdated Survey Question/Calc,,,phy1_4 2009: [NON-MODEL] I have the information I need to do my job well.
213,day4_408,Q20,2008,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_4 2008: [PAY & BENEFITS B] I am fairly paid for the work I do.
356,day4_409,Q20,2009,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_4 2009: [PAY & BENEFITS B] I am fairly paid for the work I do.
519,day4_310,Q20,2010,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_3 2010: [PAY & BENEFITS R] I am fairly paid for the work I do.
376,perf1_409,NA,2009,,Exclude,Outdated Survey Question/Calc,,,perf1_4 2009: [NON-MODEL] I regularly receive feedback on my performance.
692,day4_311,Q20,2011,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_3 2011: [PAY & BENEFITS B] I am fairly paid for the work I do.
378,perf209,NA,2009,,Exclude,Outdated Survey Question/Calc,,,perf2 2009: [NON-MODEL] A) Have you had a performance review in the last 12 months? A performance review may be a formal appraisal and/or an informal conversation with your supervisor about your performance.
379,perf3_109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,perf3_1 2009: [NON-MODEL] B) (If yes): My performance review helps me achieve my performance goals.
881,Q1718_06_13,Q20,2013,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,I am fairly paid for the work I do.
381,cow1_209,NA,2009,Q6887_04,Exclude,Outdated Survey Question/Calc,,,cow1_2 2009: [NON-MODEL] My ideas are respected by others in my work unit.
1029,Q1718_06_15,Q20,2015,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,I am fairly paid for the work I do.
1181,Q1718_06_18,Q20,2018,Q1718_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,24,I am fairly paid for the work I do.
384,pers1_109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,pers1_1 2009: [NON-MODEL] The person I report to listens to my suggestions and ideas for improvement.
71,day3_507,Q21,2007,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day3_5 2007: [PAY & BENEFITS B] My benefits meet my (and my family's) needs well.
214,day4_508,Q21,2008,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_5 2008: [PAY & BENEFITS B] My benefits meet my (and my family's) needs well.
357,day4_509,Q21,2009,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_5 2009: [PAY & BENEFITS B] My benefits meet my (and my family's) needs well.
388,pers2_109,NA,2009,Q2785_04,Exclude,Outdated Survey Question/Calc,,,pers2_1 2009: [NON-MODEL] The person I report to is an effective manager.
389,pers2_209,NA,2009,,Exclude,Outdated Survey Question/Calc,,,pers2_2 2009: [NON-MODEL] The person I report to is an effective leader.
520,day4_410,Q21,2010,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_4 2010: [PAY & BENEFITS R] My benefits meet my (and my family's) needs well.
391,pers2_409,NA,2009,,Exclude,Outdated Survey Question/Calc,,,pers2_4 2009: [NON-MODEL] The person I report to is open to flexible work arrangements to accommodate personal needs.
693,day4_411,Q21,2011,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_4 2011: [PAY & BENEFITS B] My benefits meet my (and my family) needs well.
882,Q2593_06_13,Q21,2013,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,My benefits meet my (and my family's) needs well.
1030,Q2593_06_15,Q21,2015,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,My benefits meet my (and my family's) needs well.
395,exe1_309,NA,2009,,Exclude,Outdated Survey Question/Calc,,,exe1_3 2009: [EXECUTIVE LEVEL B] Executives in my Ministry/organization provide clear direction for the future.
1182,Q2593_06_18,Q21,2018,Q2593_06,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,23,My benefits meet my (and my family's) needs well.
397,exe1_509,NA,2009,Q6870_07,Exclude,Outdated Survey Question/Calc,,,exe1_5 2009: [NON-MODEL] Essential information flows efficiently from staff to senior leadership.
694,day4_511,Q22,2011,Q8152_11,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,day4_5 2011: [NON-MODEL] My pay is competitive with similar jobs in the region.
883,Q8152_11_13,Q22,2013,Q8152_11,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,My pay is competitive with similar jobs in the region.
1031,Q8152_11_15,Q22,2015,Q8152_11,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,,My pay is competitive with similar jobs in the region.
1183,Q8152_11_18,Q22,2018,Q8152_11,Raw Survey Question,My Day-to-Day Work,Pay_Benefits,21,My pay is competitive with similar jobs in the region.
78,day4_507,Q23,2007,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day4_5 2007: [NON-MODEL] My work is meaningful.
215,day5_108,Q23,2008,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_1 2008: [NON-MODEL] My work is meaningful.
358,day5_109,Q23,2009,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_1 2009: [NON-MODEL] My work is meaningful.
405,empw1_409,NA,2009,,Exclude,Outdated Survey Question/Calc,,,empw1_4 2009: [ORGANIZATION SATISFACTION] I am satisfied with my ministry/organization.
521,day5_110,Q23,2010,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_1 2010: [NON-MODEL] My work is meaningful.
695,day5_111,Q23,2011,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_1 2011: [JOB SUITABILITY M] My work is meaningful.
884,Q5079_04_13,Q23,2013,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,My work is meaningful.
1032,Q5079_04_15,Q23,2015,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,My work is meaningful.
1184,Q5079_04_18,Q23,2018,Q5079_04,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,My work is meaningful.
411,cha109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,"cha1 2009: Thinking of the last 12 months, please indicate how much workplace change you have experienced."
412,cha2_109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,"cha2_1 2009: Thinking of the last 12 months, please indicate the impact these workplace changes have had on you overall."
413,cha3_109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,"cha3_1 2009: Have you experienced changes to (Yes/No/DK):  Your job (e.g., new job, promotion, transfer, etc.)"
414,cha3_209,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_2 2009: Have you experienced changes to (Yes/No/DK):  Your duties or responsibilities in your existing job
415,cha3_309,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_3 2009: Have you experienced changes to (Yes/No/DK):  Your workplace procedures or policies
416,cha3_409,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_4 2009: Have you experienced changes to (Yes/No/DK):  Your workplace budget
417,cha3_509,NA,2009,,Exclude,Outdated Survey Question/Calc,,,"cha3_5 2009: Have you experienced changes to (Yes/No/DK):  Your physical environment (e.g., office layout, location, security, etc.)"
418,cha3_609,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_6 2009: Have you experienced changes to (Yes/No/DK):  Your salary and/or benefits
419,cha3_709,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_7 2009: Have you experienced changes to (Yes/No/DK):  Your executive
420,cha3_809,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_8 2009: Have you experienced changes to (Yes/No/DK):  The person you report to
421,cha3_909,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_9 2009: Have you experienced changes to (Yes/No/DK):  Staff resulting in a net loss of talent/experience
422,cha3_1009,NA,2009,,Exclude,Outdated Survey Question/Calc,,,cha3_10 2009: Have you experienced changes to (Yes/No/DK):  Staff resulting in a net gain of talent/experience
423,cha3_1109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,"cha3_11 2009: Have you experienced changes to (Yes/No/DK):  Organizational structure (e.g., merging or separating units, changing number of levels in workplace)"
424,ann109,NA,2009,,Exclude,Outdated Survey Question/Calc,,,ann1 2009: Were you informed of the Work Environment Survey [year] results for your organization?
425,Engagement_09,Engagement,2009,,Calculated from Raw,Engagement Model,,,"Engagement 2009 (Calculated from Commitment_09, Job_Satisfaction_09, Org_Satisfaction_09)"
426,Commitment_09,Commitment,2009,,Calculated from Raw,Engagement Model,Engagement,,"BC Public Service Commitment 2009 (Calculated from empw1_609, empw1_809)"
427,Job_Satisfaction_09,Job_Satisfaction,2009,,Calculated from Raw,Engagement Model,Engagement,,Job Satisfaction 2009 (Calculated from empw1_109)
428,Org_Satisfaction_09,Org_Satisfaction,2009,,Calculated from Raw,Engagement Model,Engagement,,Organization Satisfaction 2009 (Calculated from empw1_409)
429,Empowerment_09,Empowerment,2009,,Calculated from Raw,Engagement Model,,,"Empowerment 2009 (Calculated from day1_509, day1_609, day2_209)"
430,Stress_and_Workload_09,Stress_Workload,2009,,Calculated from Raw,Engagement Model,,,"Stress & Workload 2009 (Calculated from day6_209, day6_309)"
431,Vision_Mission_Goals_09,Vision_Mission_Goals,2009,,Calculated from Raw,Engagement Model,,,"Vision, Mission & Goals 2009 (Calculated from org1_109, org1_209)"
432,Teamwork_09,Teamwork,2009,,Calculated from Raw,Engagement Model,,,"Teamwork 2009 (Calculated from cow1_109, cow1_309, cow1_409)"
433,Physical_Environment_Tools_09,Tools_Workspace,2009,,Calculated from Raw,Engagement Model,,,"Physical Environment & Tools (Calculated from phy1_109, phy1_309)"
434,Recognition_09,Recognition,2009,,Calculated from Raw,Engagement Model,,,"Recognition 2009 (Calculated from day4_209, day4_309)"
435,Professional_Development_09,Professional_Development,2009,,Calculated from Raw,Engagement Model,,,"Professional Development 2009 (Calculated from perf1_109, perf1_209, perf1_309)"
436,Pay_Benefits_09,Pay_Benefits,2009,,Calculated from Raw,Engagement Model,,,"Pay & Benefits 2009 (Calculated from day4_409, day4_509)"
437,Staffing_Practices_09,Staffing_Practices,2009,,Calculated from Raw,Engagement Model,,,"Staffing Practices 2009 (Calculated from day3_409, day3_509)"
438,Respectful_Environment_09,Respectful_Environment,2009,,Calculated from Raw,Engagement Model,,,"Respectful Environment 2009 (Calculated from day1_109, day1_209, day1_309)"
439,Executive_Level_09,Executive_Level,2009,,Calculated from Raw,Engagement Model,,,"Executive Level 2009 (Calculated from exe1_109, exe1_209, exe1_309)"
440,Supervisory_Level_09,Supervisory_Level,2009,,Calculated from Raw,Engagement Model,,,"Supervisory Level 2009 (Calculated from pers1_309, pers1_409)"
441,Executive_Level_09_REC1,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Executive_Level_09_REC1 [Recoded into two groups: High scores (75 and above) versus Non high scores (less than 75)]
442,Innovation_Groups_09,NA,2009,,Exclude,Other,,,Innovation Groups 2009: Grouping variable for Innovation Results Presentation
443,Innovation_Mean_09,NA,2009,,Exclude,Other,,,"Innovation Mean Score 2009: (Calculated from day2_209, day2_309)"
444,Pay_Benefits_09_REC1,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Pay_Benefits_09_REC1 [Recoded into two groups: High scores (75 and above) versus Non high scores (less than 75)]
445,perf3_109_REC1,NA,2009,,Exclude,Outdated Survey Question/Calc,,,perf3_109_REC1  My performance review helps me achieve my performance goals [Responses recoded into three groups (4+5= Agree; 3=Neutral; and 1+2= Disagree)]
446,perf1_409_REC1,NA,2009,,Exclude,Outdated Survey Question/Calc,,,perf1_409_REC1 I regularly receive feedback on my performance [Responses recoded into three groups (4+5= Agree; 3=Neutral; and 1+2= Disagree)]
447,Respectful_Environment_09_REC1,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Respectful_Environment_09_REC1[Recoded into two groups: High scores (75 and above) versus Non high scores (less than 75)]
448,Satisfaction_Score_09,NA,2009,,Exclude,Outdated Survey Question/Calc,,,"Satisfaction 2009 (Calculated from Job_Satisfaction_09, Org_Satisfaction_09 - used for migration analysis)"
449,Staffing_Practices_09_REC1,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Staffing_Practices_09_REC1[Recoded into two groups: High scores (75 and above) versus Non high scores (less than 75)]
450,SUP_INDIVIDUAL_SCORE_09,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Individual Supervisor Score 2009 (Calculated by crossing CURSUPID09 with Supervisory_Level_09 - provides a mean Supervisory-level Management score for each supervisor based on the responses of their direct reports)
451,SUP_INDIVDIUAL_SCORE_N_09,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Individual Supervisor Score Valid N 2009 (Total number of responses used to calculate SUP_INDIVIDUAL_SCORE_09 - can be used to determine response rate and standard error per supervisor)
452,SUP_INDIVIDUAL_SCORE_SD_09,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Individual Supervisor Score Standard Deviation 2009 (Standard deviation obtained from SUP_INDIVIDUAL_SCORE_09 calculation - can be used to determine standard error per supervisor)
453,Supervisory_Level_09_REC1,NA,2009,,Exclude,Outdated Survey Question/Calc,,,Supervisory_Level_09_REC1[Recoded into two groups: High scores (75 and above) versus Non high scores (less than 75)]
454,TOT_ALLHS_PRODEV09,NA,2009,,Exclude,Other,,,Total of all 5 high-scoring drivers linked to PROFESSIONAL DEVELOPMENT 2009 (calculated by summating: Pay_Benefits_09_REC1+ Staffing_Practices_09_REC1+ Respectful_Environment_09_REC1 + Executive_Level_09_REC1 +  Supervisory_Level_09_REC1)
455,TOTAL_FOUHS_PRODEV09,NA,2009,,Exclude,Other,,,Total of only 2 high-scoring foundation drivers linked to PROFESSIONAL DEVELOPMENT 2009 (calculated by summating Executive_Level_09_REC1 +  Supervisory_Level_09_REC1)
456,FILTER_FRINGE09,NA,2009,,Exclude,Other,,,Filter for Fringe Groups 2009 (identifies fringe groups for 2009)
457,FILTER_PSA09,NA,2009,,Exclude,Other,,,Filter for PSA 2009 (identifies PSA and NON PSA population for 2009)
458,FILTER_PSSG09,NA,2009,,Exclude,Other,,,Filter for PSSG 2009 (identifies PSSG population through DEPTID09)
459,FILTER_REORGED09,NA,2009,,Exclude,Other,,,Filter for Reorg 2009 (identifies reorged population for 2009)
460,FILTER_REORGED09_REC1,NA,2009,,Exclude,Other,,,Filter for Reorg 2009 Recode (identifies reorged and non-reorged population for 2009)
461,AGE10,AGE,2010,,Sensitive Info,Employee Info,,,Age 2010
462,AGEGRP10,AGEGRP,2010,,BC Stats Background,Employee Info,,,Age Group 2010 (Calculated from AGE10)
463,APPTSTAT10,APPTSTAT,2010,,Exclude,Employee Info,,,Appointment Status 2010
464,CITYGRP10,CITYGRP,2010,,BC Stats Background,Employee Info,,,City Group 2010 (Calculated from WORKCITY10)
465,CLASSCODE10,CLASSCODE,2010,,BC Stats Background,Employee Info,,,Class Code 2010 (Actually Job Code - linked to CLASSDESC10 and CLASSTITLE10)
466,CLASSTITLE10,CLASSTITLE,2010,,BC Stats Background,Employee Info,,,Class Title 2010 (text aggregation of CLASSCODE10)
467,CURPOSDESC10,CURPOSDESC,2010,,Sensitive Info,Employee Info,,,Current Position Description 2010 (similar to BUSTITLE10)
468,CURSUPID10,CURSUPID,2010,,Sensitive Info,Employee Info,,,"Current Supervisors ID 2010 (Used to link a direct report's data with their supervisors - data quality not great, but good enough)"
469,DEPTDESC10,DEPTDESC,2010,,Sensitive Info,Employee Info,,,Department Description 2010 (linked to DEPTID10)
470,newdept10_desc_aug30_2011,NA,2011,,Sensitive Info,Other,,,"Department Description 2010 (reflects reorganization as at Aug 30, 2011)"
471,DEPTID10,DEPTID,2010,,Sensitive Info,Employee Info,,,Department ID 2010 (linked to DEPTDESC10)
472,DEPTID10_A,NA,2010,,Exclude,Other,,,"Department ID 2010 A (original name ""mydeptid"" - deptID used in the survey - contains fake deptids to separate out Shared Services - created by Jean)"
473,newdeptid10_aug30_2011,NA,2011,,Exclude,Other,,,"Department ID 2010 (reflects reorganization as at Aug 30, 2011)"
474,GENDER10,GENDER,2010,,BC Stats Background,Employee Info,,,Gender 2010
475,LEVEL1_NAME_10,LEVEL1_NAME,2010,,BC Stats Background,Employee Info,,,Level 1 Name 2010 (contains title for Level 1 Report)
476,LEVEL1_ID_10,NA,2010,,Exclude,Other,,,Level 1 ID 2010 (unique Level 1 identifier - used by Richard)
477,LEVEL1_YN_10,NA,2010,,Exclude,Other,,,Level 1 Yes or No 2010 (indicates whether a report was generated or suppressed for a work unit)
478,LEVEL2_NAME_10,LEVEL2_NAME,2010,,BC Stats Background,Employee Info,,,Level 2 Name 2010 (contains title for Level 2 Report)
479,LEVEL2_ID_10,NA,2010,,Exclude,Other,,,Level 2 ID 2010 (unique Level 2 identifier - used by Richard)
480,LEVEL2_YN_10,NA,2010,,Exclude,Other,,,Level 2 Yes or No 2010 (indicates whether a report was generated or suppressed for a work unit)
481,LEVEL3_NAME_10,LEVEL3_NAME,2010,,Sensitive Info,Employee Info,,,Level 3 Name 2010 (contains title for Level 3 Report)
482,LEVEL3_ID_10,NA,2010,,Exclude,Other,,,Level 3 ID 2010 (unique Level 3 identifier - used by Richard)
483,LEVEL3_YN_10,NA,2010,,Exclude,Other,,,Level 3 Yes or No 2010 (indicates whether a report was generated or suppressed for a work unit)
484,LEVEL4_NAME_10,LEVEL4_NAME,2010,,Sensitive Info,Employee Info,,,Level 4 Name 2010 (contains title for Level 4 Report)
485,LEVEL4_ID_10,NA,2010,,Exclude,Other,,,Level 4 ID 2010 (unique Level 4 identifier - used by Richard)
486,LEVEL4_YN_10,NA,2010,,Exclude,Other,,,Level 4 Yes or No 2010 (indicates whether a report was generated or suppressed for a work unit)
487,LEVEL5_NAME_10,LEVEL5_NAME,2010,,Sensitive Info,Employee Info,,,Level 5 Name 2010 (contains title for Level 5 Report)
488,LEVEL5_ID_10,NA,2010,,Exclude,Other,,,Level 5 ID 2010 (unique Level 5 identifier - used by Richard)
489,LEVEL5_YN_10,NA,2010,,Exclude,Other,,,Level 5 Yes or No 2010 (indicates whether a report was generated or suppressed for a work unit)
490,newministry10_aug30_2011,NA,2011,,Exclude,Other,,,"Ministry 2010 (reflects reorganization as at Aug 30, 2011)"
491,ORGANIZATION10,ORGANIZATION,2010,,BC Stats Background,Employee Info,,,"Organization 2010 (Tourism BC is separate from Tourism, Culture and the Arts)"
492,org2010_new,NA,2010,,Exclude,Other,,,"Organization 2010 (reflects reorganization as at Aug 30, 2011)"
493,ORGID10,ORGID,2010,,Exclude,Employee Info,,,"Organization ID 2010 (Tourism BC is NOT separate from Tourism, Culture and the Arts - string abbreviation of ORGANIZTION10)"
494,CURPOSNUM10,CURPOSNUM,2010,,Sensitive Info,Employee Info,,,"Position Number 2010 (reflects reorganization as at Aug 30, 2011) [re-named from posnum10]"
495,PSAREGION10,PSAREGION,2010,,BC Stats Background,Employee Info,,,PSA Region 2010 (Calculated from WORKCITY10)
496,REGHOURS10,REGHOURS,2010,,BC Stats Background,Employee Info,,,Weekly Salaried Hours 2010 (for employees that work a pre-determined salaried work schedule - those who don't show a value of 1.88)
497,SRVCDT10,SRVCDT,2010,,Sensitive Info,Employee Info,,,Service Date 2010 (first date in current benefit program)
498,SRVCYRS10,SRVCYRS,2010,,BC Stats Background,Employee Info,,,Service Years 2010 (Calculated from SRVCDT10)
499,SRVCYRSGRP10,SRVCYRSGRP,2010,,BC Stats Background,Employee Info,,,Service Year Group 2010 (Calculated from SRVCYRS10)
500,SUPERVISEES10,SUPERVISEES,2010,,BC Stats Background,Employee Info,,,Supervisees 2010: Provides a count of how many supervisees a supervisor is responsible for
501,UNIONSTATUS10,UNIONSTATUS,2010,,BC Stats Background,Employee Info,,,Union Status 2010 (formerly GROUPS10)
502,WESJOBCLASGRP10,WESJOBCLASGRP,2010,,BC Stats Background,Employee Info,,,WES Job Class Group 2010
79,day4_607,Q24,2007,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day4_6 2007: [NON-MODEL] My job is a good fit with my skills and interests.
216,day5_208,Q24,2008,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_2 2008: [NON-MODEL] My job is a good fit with my skills and interests.
359,day5_209,Q24,2009,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_2 2009: [NON-MODEL] My job is a good fit with my skills and interests.
522,day5_210,Q24,2010,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_2 2010: [NON-MODEL] My job is a good fit with my skills and interests.
696,day5_211,Q24,2011,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,day5_2 2011: [JOB SUITABILITY M] My job is a good fit with my skills and interests.
885,Q1344_06_13,Q24,2013,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,My job is a good fit with my skills and interests.
509,day2_210,NA,2010,Q5335_06,Exclude,Outdated Survey Question/Calc,,,day2_2 2010: [NON-MODEL] I am encouraged to be innovative in my work.
1033,Q1344_06_15,Q24,2015,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,,My job is a good fit with my skills and interests.
1185,Q1344_06_18,Q24,2018,Q1344_06,Raw Survey Question,My Day-to-Day Work,Job_Suitability,73,My job is a good fit with my skills and interests.
1186,Q7036_18_18,Q25,2018,Q7036_18,Raw Survey Question,My Day-to-Day Work,,,I enjoy the type of work I do.
513,day3_210,NA,2010,,Exclude,Outdated Survey Question/Calc,,,day3_2 2010: [NON-MODEL] Appropriate accountabilities are in place in my work unit.
